school_name,school_type,local_authority,sector,pupils,postcode,latitude,longitude,near_transport
Ysgol Glan Gele,Nursery & Infants,Conwy,Primary,285.0,LL22 7NU,53.287077626075074,-3.575564092457881,True
Ysgol Glan Morfa,"Nursery, Infants & Juniors",Conwy,Primary,247.0,LL22 7NU,53.28739785826511,-3.575140825604364,True
Ysgol Bod Alaw,"Nursery, Infants & Juniors",Conwy,Primary,331.0,LL29 7ST,53.28821309817682,-3.7191472532774696,True
Ysgol Pant y Rhedyn,Juniors,Conwy,Primary,108.0,LL33 0PA,53.25830384769571,-3.973864275903541,True
Ysgol Y Foryd,Nursery & Infants,Conwy,Primary,193.0,LL18 5LE,53.30461665656855,-3.524373018732937,True
Ysgol Craig y Don,"Nursery, Infants & Juniors",Conwy,Primary,298.0,LL30 1TR,53.3179904868614,-3.814220095923322,True
Ysgol Cerrigydrudion,"Nursery, Infants & Juniors",Conwy,Primary,91.0,LL21 9SW,53.02687956349677,-3.560187444038958,True
"Ysgol Bro Aled, Llansannan","Nursery, Infants & Juniors",Conwy,Primary,64.0,LL16 5HN,53.17821566925039,-3.60019632029027,True
Ysgol Gynradd Bro Cernyw,"Nursery, Infants & Juniors",Conwy,Primary,103.0,LL22 8PP,53.190606156359664,-3.684763598746809,True
Ysgol Sant Elfod,Juniors,Conwy,Primary,291.0,LL22 7NU,53.28780768415299,-3.5761010264476756,True
Ysgol Capel Garmon,"Nursery, Infants & Juniors",Conwy,Primary,18.0,LL26 0RL,53.08370059376366,-3.7699326813671115,True
Ysgol Glan Conwy,"Nursery, Infants & Juniors",Conwy,Primary,111.0,LL28 5NA,53.26763219525781,-3.7943772443476793,True
Ysgol Cynfran,"Nursery, Infants & Juniors",Conwy,Primary,156.0,LL29 8SS,53.28169471924569,-3.656980384537335,True
Ysgol Iau Hen Golwyn,Juniors,Conwy,Primary,201.0,LL29 9RU,53.28947768068526,-3.703070012648716,True
Ysgol Pentrefoelas,"Nursery, Infants & Juniors",Conwy,Primary,45.0,LL24 0LE,53.047218033808676,-3.681342727188903,True
Ysgol Bro Gwydir,"Nursery, Infants & Juniors",Conwy,Primary,320.0,LL26 0EY,53.13734373060928,-3.795235197746006,True
Ysgol Nant Y Groes,"Nursery, Infants & Juniors",Conwy,Primary,234.0,LL29 8ET,53.29325109452327,-3.7182693035173053,True
Ysgol Swn Y Don,"Nursery, Infants & Juniors",Conwy,Primary,118.0,LL29 9LL,53.2868247631599,-3.680326695532822,True
Ysgol Awel y Mynydd,"Nursery, Infants & Juniors",Conwy,Primary,402.0,LL31 9RT,53.285943854645275,-3.7917577060920022,True
Ysgol Dyffryn Yr Enfys,"Nursery, Infants & Juniors",Conwy,Primary,107.0,LL32 8QE,53.194573570845954,-3.843430860463125,True
Ysgol Babanod Llanfairfechan,Nursery & Infants,Conwy,Primary,109.0,LL33 0AA,53.25271162126942,-3.97605019385772,True
Ysgol Llangelynnin,"Nursery, Infants & Juniors",Conwy,Primary,71.0,LL32 8YB,53.25553932529978,-3.845095771536063,True
Ysgol Pencae,"Nursery, Infants & Juniors",Conwy,Primary,155.0,LL34 6YG,53.2693960519072,-3.914450021817497,True
Ysgol Ysbyty Ifan,"Nursery, Infants & Juniors",Conwy,Primary,17.0,LL24 0NY,53.02328435898839,-3.7291084285466343,True
Ysgol St. George,"Nursery, Infants & Juniors",Conwy,Primary,73.0,LL22 9BU,53.270259491158505,-3.5389706501146616,False
Ysgol Llanddoged,"Nursery, Infants & Juniors",Conwy,Primary,37.0,LL26 0BJ,53.1573135575347,-3.7854940757189697,True
Ysgol Eglwysbach,"Nursery, Infants & Juniors",Conwy,Primary,58.0,LL28 5UD,53.21554290589721,-3.7932472663617998,True
Ysgol Porth Y Felin,"Nursery, Infants & Juniors",Conwy,Primary,319.0,LL32 8FZ,53.27828971410816,-3.833086562109218,True
Ysgol Llanddulas,"Nursery, Infants & Juniors",Conwy,Primary,138.0,LL22 8EW,53.28869131979401,-3.643809029187778,True
Ysgol Betws yn Rhos,"Nursery, Infants & Juniors",Conwy,Primary,74.0,LL22 8AW,53.24814928398649,-3.6410551012402466,True
Ysgol Bodafon,"Nursery, Infants & Juniors",Conwy,Primary,80.0,LL30 3BA,53.319287184497554,-3.7902835660126146,True
Ysgol Bendigaid William Davies,"Nursery, Infants & Juniors",Conwy,Primary,120.0,LL30 1LL,53.312549630088796,-3.8208343819120167,True
Ysgol  San Sior,"Nursery, Infants & Juniors",Conwy,Primary,226.0,LL30 2HL,53.32381896421287,-3.840428590824506,True
Ysgol Sant Joseph,"Nursery, Infants & Juniors",Conwy,Primary,231.0,LL29 7UU,53.296981634987425,-3.7344299323373096,True
Ysgol y Plas,"Nursery, Infants & Juniors",Conwy,Primary,74.0,LL29 8YY,53.26501160029778,-3.683144675208681,False
Ysgol John Bright,Secondary (ages 11-19),Conwy,Secondary,1091.0,LL30 1LF,53.31559727265215,-3.825671078057536,True
Ysgol Aberconwy,Secondary (ages 11-19),Conwy,Secondary,1083.0,LL32 8ED,53.28681714177238,-3.837442257705895,True
YSGOL DYFFRYN CONWY,Secondary (ages 11-19),Conwy,Secondary,649.0,LL26 0SD,53.13412811419779,-3.7840723326297123,True
YSGOL Y CREUDDYN,Secondary (ages 11-19),Conwy,Secondary,698.0,LL30 3LB,53.31155543402695,-3.7788970174011416,True
Ysgol Pen Y Bryn,"Nursery, Infants & Juniors",Conwy,Primary,428.0,LL29 6DD,53.28778580593965,-3.7386930437553185,True
Ysgol Emrys ap Iwan,Secondary (ages 11-19),Conwy,Secondary,946.0,LL22 7HE,53.285325676689595,-3.5775247657217535,True
Eirias High School,Secondary (ages 11-19),Conwy,Secondary,1200.0,LL29 7SP,53.29095261964432,-3.7174418724967526,True
Ysgol Bryn Elian,Secondary (ages 11-19),Conwy,Secondary,981.0,LL29 8HU,53.285761786560236,-3.7051724178699263,True
Ysgol Hiraddug,"Nursery, Infants & Juniors",Denbighshire,Primary,223.0,LL18 6AN,53.29853523653644,-3.413070750272169,True
Ysgol Y Castell CP,"Nursery, Infants & Juniors",Denbighshire,Primary,210.0,LL18 5AG,53.289078504518905,-3.462425337154617,True
Christ Church Primary School,"Nursery, Infants & Juniors",Denbighshire,Primary,422.0,LL18 2DS,53.31629491216536,-3.486569221960932,True
Ysgol Llywelyn,"Nursery, Infants & Juniors",Denbighshire,Primary,684.0,LL18 4EU,53.31463018694276,-3.46929356738678,True
Ysgol y Faenol,"Nursery, Infants & Juniors",Denbighshire,Primary,138.0,LL18 5TG,53.26954619084616,-3.509688921710442,True
Ysgol Penmorfa CP,"Nursery, Infants & Juniors",Denbighshire,Primary,391.0,LL19 8SY,53.330039946519,-3.4087961705960623,True
Ysgol Emmanuel,"Nursery, Infants & Juniors",Denbighshire,Primary,455.0,LL18 2EG,53.3160999324065,-3.4827344657174573,True
Ysgol Dewi Sant,Infants & Juniors,Denbighshire,Primary,426.0,LL18 2RE,53.30869834187895,-3.471321371242261,True
Ysgol Melyd,"Nursery, Infants & Juniors",Denbighshire,Primary,140.0,LL19 8PE,53.316363198949816,-3.415190915404081,True
Ysgol Bodfari,"Nursery, Infants & Juniors",Denbighshire,Primary,47.0,LL16 4DA,53.21937103806341,-3.3623248601435276,True
Ysgol Bryn Hedydd,"Nursery, Infants & Juniors",Denbighshire,Primary,468.0,LL18 3SU,53.325801673692894,-3.467305095056663,True
Ysgol Cefn Meiriadog,"Nursery, Infants & Juniors",Denbighshire,Primary,60.0,LL22 9DS,53.2486622786624,-3.499795706169421,False
Frongoch Juniors,Juniors,Denbighshire,Primary,209.0,LL16 3DP,53.18934097822282,-3.4087793914786815,True
Ysgol Henllan,"Nursery, Infants & Juniors",Denbighshire,Primary,68.0,LL16 5AW,53.20076583739249,-3.458478512060453,True
Ysgol Twm o'r Nant,"Nursery, Infants & Juniors",Denbighshire,Primary,314.0,LL16 3DP,53.18842123153611,-3.408841581564572,True
Ysgol Bryn Clwyd,"Nursery, Infants & Juniors",Denbighshire,Primary,58.0,LL16 4HG,53.17705544775639,-3.3370877733576676,True
Ysgol Y Parc,Nursery & Infants,Denbighshire,Primary,155.0,LL16 3ER,53.186613134371115,-3.40665963588048,True
Ysgol Gellifor,"Nursery, Infants & Juniors",Denbighshire,Primary,46.0,LL15 1SB,53.15244827525438,-3.314559292072321,True
Ysgol Pentrecelyn,"Nursery, Infants & Juniors",Denbighshire,Primary,27.0,LL15 2HG,53.066979500055595,-3.272947048228868,True
Ysgol Betws Gwerful Goch,"Nursery, Infants & Juniors",Denbighshire,Primary,20.0,LL21 9PY,53.009720331303875,-3.445469457305439,True
Ysgol Carrog,"Nursery, Infants & Juniors",Denbighshire,Primary,28.0,LL21 9AN,52.982474236549365,-3.3250156290780297,True
Ysgol Caer Drewyn,"Nursery, Infants & Juniors",Denbighshire,Primary,89.0,LL21 9RT,52.98993083299613,-3.3798822380298765,True
Ysgol Bro Elwern,"Nursery, Infants & Juniors",Denbighshire,Primary,68.0,LL21 9DF,53.0083098938992,-3.3803343886004797,True
Ysgol Y Llys,"Nursery, Infants & Juniors",Denbighshire,Primary,344.0,LL19 8RP,53.32535571788347,-3.412331548467069,True
Ysgol Bryn Collen,"Nursery, Infants & Juniors",Denbighshire,Primary,166.0,LL20 8AR,52.962688457318244,-3.161581871131012,True
Rhos Street CP School,"Nursery, Infants & Juniors",Denbighshire,Primary,223.0,LL15 1QQ,53.11707769853059,-3.322164891402916,True
Ysgol Pen Barras,"Nursery, Infants & Juniors",Denbighshire,Primary,293.0,LL15 1QQ,53.11675656622224,-3.3222639617206062,True
Ysgol Bro Cinmeirch,"Nursery, Infants & Juniors",Denbighshire,Primary,98.0,LL16 4NL,53.15742404440757,-3.371687678911682,True
Ysgol Bro Famau,"Nursery, Infants & Juniors",Denbighshire,Primary,61.0,CH7 4TB,53.10225649501606,-3.199230589357715,False
Ysgol Gymraeg y Gwernant,"Nursery, Infants & Juniors",Denbighshire,Primary,186.0,LL20 8AR,52.96274281802715,-3.1615386633879865,True
Ysgol Clawdd Offa,Infants & Juniors,Denbighshire,Primary,343.0,LL19 8AZ,53.32800872711108,-3.427273366660959,True
Bodnant Community Primary School,"Nursery, Infants & Juniors",Denbighshire,Primary,475.0,LL19 9NW,53.33621206680013,-3.3982548715925125,True
Ysgol Pendref,"Nursery, Infants & Juniors",Denbighshire,Primary,130.0,LL16 3RU,53.18429282945286,-3.431877131319282,True
Ysgol_Bro_Dyfrdwy,"Nursery, Infants & Juniors",Denbighshire,Primary,119.0,LL21 0LG,52.960382738394884,-3.406529891005222,True
Ysgol Carreg Emlyn,"Nursery, Infants & Juniors",Denbighshire,Primary,59.0,LL15 2AY,53.07755973042094,-3.369374450226929,True
Ysgol Tremeirchion,"Nursery, Infants & Juniors",Denbighshire,Primary,83.0,LL17 0UN,53.246868682012206,-3.376522022606536,True
St Asaph Infants School,Nursery & Infants,Denbighshire,Primary,91.0,LL17 0RL,53.25711010063754,-3.4405321270637925,True
Ysgol Llanbedr,"Nursery, Infants & Juniors",Denbighshire,Primary,52.0,LL15 1SU,53.1318137146913,-3.2883459033820466,True
Ysgol Llanfair Dyffryn Clwyd,"Nursery, Infants & Juniors",Denbighshire,Primary,122.0,LL15 2SD,53.08784034643969,-3.2968323406298983,True
Ysgol Borthyn,"Nursery, Infants & Juniors",Denbighshire,Primary,101.0,LL15 1NT,53.113566015461195,-3.3181662644634478,True
Ysgol Pant Pastynog,"Nursery, Infants & Juniors",Denbighshire,Primary,65.0,LL16 4SG,53.14471862601636,-3.427018786133923,True
Ysgol Dyffryn Ial,"Nursery, Infants & Juniors",Denbighshire,Primary,42.0,LL11 3AW,53.06227661782769,-3.2009098699141,True
Ysgol Esgob Morgan,Juniors,Denbighshire,Primary,111.0,LL17 0PT,53.25890227617842,-3.4532902220072685,True
Ysgol Trefnant,"Nursery, Infants & Juniors",Denbighshire,Primary,78.0,LL16 5UF,53.22385405644073,-3.4233127656089732,True
Rhyl High School,Secondary (ages 11-16),Denbighshire,Secondary,1167.0,LL18 4BY,53.32094970476145,-3.472088048371045,True
Prestatyn High School,Secondary (ages 11-19),Denbighshire,Secondary,1487.0,LL19 8RS,53.32653889116315,-3.4068639585910176,True
Ysgol Uwchradd Glan Clwyd,Secondary (ages 11-19),Denbighshire,Secondary,1048.0,LL17 0RP,53.25507614316459,-3.4381852573623024,True
Denbigh High School,Secondary (ages 11-19),Denbighshire,Secondary,497.0,LL16 3EX,53.18548072511534,-3.4080124474209703,True
Ysgol Dinas Bran,Secondary (ages 11-19),Denbighshire,Secondary,1022.0,LL20 8TG,52.97275060491014,-3.1704741180664757,True
Ysgol Brynhyfryd,Secondary (ages 11-19),Denbighshire,Secondary,1121.0,LL15 1EG,53.114591435529704,-3.297661303606819,True
St Brigid's School,Middle (ages 3-19),Denbighshire,Middle,484.0,LL16 4BH,53.19879285666675,-3.4049816289772057,True
Christ the Word,Middle (ages 3-16),Denbighshire,Middle,870.0,LL18 2EU,53.31341981937857,-3.477226733434913,True
Ysgol Glan Aber,"Nursery, Infants & Juniors",Flintshire,Primary,134.0,CH6 6LW,53.27821038008299,-3.1892415703443104,True
Ysgol Merllyn,"Nursery, Infants & Juniors",Flintshire,Primary,143.0,CH6 6BB,53.26506397103108,-3.1679769579180577,True
Westwood CP,"Nursery, Infants & Juniors",Flintshire,Primary,198.0,CH7 2JT,53.16739075966563,-3.0814036895425105,True
Ewloe Green,"Nursery, Infants & Juniors",Flintshire,Primary,380.0,CH5 3GU,53.190516554542214,-3.060791959188854,True
Bryn Garth CP,"Nursery, Infants & Juniors",Flintshire,Primary,85.0,CH8 9JA,53.32489835046078,-3.3046760210736656,True
Ysgol Gwynedd CP,"Nursery, Infants & Juniors",Flintshire,Primary,500.0,CH6 5DL,53.24514410767116,-3.133721221471555,True
Ysgol Maesglas,"Nursery, Infants & Juniors",Flintshire,Primary,209.0,CH8 7JW,53.290324028692716,-3.2128937933463875,True
Ysgol Gymraeg Mornant,"Nursery, Infants & Juniors",Flintshire,Primary,68.0,CH8 9JQ,53.3289498556694,-3.325450262694947,False
Ysgol Estyn Community School,"Nursery, Infants & Juniors",Flintshire,Primary,226.0,LL12 9NL,53.11447766328919,-3.0332971984841897,True
Ysgol Glanrafon,"Nursery, Infants & Juniors",Flintshire,Primary,326.0,CH7 1PS,53.162747152342256,-3.1451478889027826,True
Northop Hall,"Nursery, Infants & Juniors",Flintshire,Primary,149.0,CH7 6HS,53.20287503754772,-3.0929711522317045,True
Wood Memorial Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,169.0,CH4 8BT,53.17835793578593,-2.922071209189588,True
Sealand CP School,"Nursery, Infants & Juniors",Flintshire,Primary,207.0,CH5 2HH,53.213216498267684,-3.0119650970669043,True
Sychdyn CP,"Nursery, Infants & Juniors",Flintshire,Primary,159.0,CH7 6ED,53.19008482742521,-3.13244465079588,True
Trelogan Primary,"Nursery, Infants & Juniors",Flintshire,Primary,51.0,CH8 9BZ,53.30684697772973,-3.325086124285864,True
Bryn Pennant CP,"Nursery, Infants & Juniors",Flintshire,Primary,113.0,CH8 9NU,53.30785136389251,-3.261271328364426,True
Ysgol Bro Carmel,"Nursery, Infants & Juniors",Flintshire,Primary,158.0,CH8 8NU,53.281099508439894,-3.256353899418537,True
Rhos Helyg School,"Nursery, Infants & Juniors",Flintshire,Primary,89.0,CH7 6PJ,53.217377772687094,-3.1823109558066527,True
Ysgol Terrig,"Nursery, Infants & Juniors",Flintshire,Primary,97.0,CH7 4LN,53.1135770498155,-3.1181684858666383,True
Ysgol Bryn Deva,"Nursery, Infants & Juniors",Flintshire,Primary,320.0,CH5 4SN,53.21757493367373,-3.065728554011466,True
Sandycroft CP,"Nursery, Infants & Juniors",Flintshire,Primary,352.0,CH5 2EH,53.19913655970436,-3.012292169807192,True
Gwernymynydd CP School,"Nursery, Infants & Juniors",Flintshire,Primary,62.0,CH7 4DT,53.156432521516685,-3.1703965544167696,True
Queensferry Community Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,111.0,CH5 1SA,53.20636619282721,-3.02987670667368,True
Ysgol Bryn Coch,"Nursery, Infants & Juniors",Flintshire,Primary,636.0,CH7 1EW,53.16574720376659,-3.1396838307152866,True
Mountain Lane Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,462.0,CH7 3JA,53.1701366604148,-3.073433992503977,True
"Ysgol y Foel, Cilcain","Nursery, Infants & Juniors",Flintshire,Primary,30.0,CH7 5NH,53.179311080942554,-3.233512758124763,True
Brynford CP,"Nursery, Infants & Juniors",Flintshire,Primary,85.0,CH8 8AD,53.25768455006442,-3.234283976572679,True
Ysgol Bryn Gwalia,"Nursery, Infants & Juniors",Flintshire,Primary,138.0,CH7 1SU,53.16677461929598,-3.150898092581492,True
Golftyn CP School,"Nursery, Infants & Juniors",Flintshire,Primary,376.0,CH5 4XA,53.220831782562925,-3.0704375185326773,True
Saltney Ferry CP,"Nursery, Infants & Juniors",Flintshire,Primary,137.0,CH4 0BN,53.177185456136144,-2.9459707245986295,True
Y Waun,"Nursery, Infants & Juniors",Flintshire,Primary,55.0,CH7 5DP,53.17321842695142,-3.1919745227630973,True
Ysgol Gwenffrwd,"Nursery, Infants & Juniors",Flintshire,Primary,116.0,CH8 7NJ,53.27596571953169,-3.2274255189130967,True
Abermorddu CP School,"Nursery, Infants & Juniors",Flintshire,Primary,173.0,LL12 9DH,53.10157368735276,-3.0333019529301297,True
Southdown CP,"Nursery, Infants & Juniors",Flintshire,Primary,341.0,CH7 2NP,53.17027201424884,-3.088597738164419,True
Wepre Community School,"Nursery, Infants & Juniors",Flintshire,Primary,314.0,CH5 4NE,53.20429369823734,-3.0711930488468275,True
Drury Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,139.0,CH7 3EG,53.17039647700406,-3.0532464780173876,True
Cornist Park CP,"Nursery, Infants & Juniors",Flintshire,Primary,252.0,CH6 5ET,53.245387983072234,-3.1515916756682447,True
Ysgol Derwenfa CP,"Nursery, Infants & Juniors",Flintshire,Primary,79.0,CH7 4RQ,53.13021199620307,-3.0881519321368547,True
Penarlag CP,"Nursery, Infants & Juniors",Flintshire,Primary,152.0,CH5 3RQ,53.192143627473094,-3.0435318018331565,True
Owen Jones CP,"Nursery, Infants & Juniors",Flintshire,Primary,135.0,CH7 6AU,53.208547770917406,-3.136892615842051,False
Gronant Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,54.0,LL19 9YP,53.33814609351785,-3.3559600345558094,True
Ysgol Gymraeg Croes Atti,"Nursery, Infants & Juniors",Flintshire,Primary,274.0,CH6 5DU,53.24564984285158,-3.1261649603632478,True
Ysgol Parc y Llan,"Nursery, Infants & Juniors",Flintshire,Primary,127.0,CH7 4LN,53.113673159090084,-3.117822718268609,True
Ysgol Mynydd Isa,"Nursery, Infants & Juniors",Flintshire,Primary,483.0,CH7 6SJ,53.173239664544845,-3.1103020054597432,True
Broughton Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,584.0,CH4 0QQ,53.166675503563205,-2.9855504625619953,True
Ysgol Cae'r Nant,"Nursery, Infants & Juniors",Flintshire,Primary,335.0,CH5 4QL,53.2136153530242,-3.054218763637034,True
Ysgol Ty Ffynnon,"Nursery, Infants & Juniors",Flintshire,Primary,269.0,CH5 1HP,53.2086047058421,-3.046339984789066,False
Ysgol Maes Y Felin,"Nursery, Infants & Juniors",Flintshire,Primary,281.0,CH8 7EN,53.27601544245068,-3.214574973819893,True
Nannerch V.C.P. School,"Nursery, Infants & Juniors",Flintshire,Primary,44.0,CH7 5RD,53.2164519658871,-3.249165291268303,True
Ysgol Yr Esgob C in W,"Nursery, Infants & Juniors",Flintshire,Primary,63.0,CH7 5AD,53.2450052472631,-3.310284126848596,True
St Mary's,"Nursery, Infants & Juniors",Flintshire,Primary,274.0,CH6 5JZ,53.240808910766916,-3.12896045651262,True
St Winefrides,"Nursery, Infants & Juniors",Flintshire,Primary,170.0,CH8 7NJ,53.275340411154964,-3.226439547549673,True
St David's Catholic Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,75.0,CH7 1LH,53.16974562694932,-3.135126043198745,True
St Anthony's Catholic Primary,"Nursery, Infants & Juniors",Flintshire,Primary,68.0,CH4 8SG,53.17838798393657,-2.9250239892395933,True
Venerable Edward Morgan RC,"Nursery, Infants & Juniors",Flintshire,Primary,191.0,CH5 1AS,53.20689095693705,-3.04289940933728,True
Trelawnyd,"Nursery, Infants & Juniors",Flintshire,Primary,66.0,LL18 6DL,53.30688862906942,-3.3690672795432945,True
Ysgol y Llan VA Primary School Whitford,"Nursery, Infants & Juniors",Flintshire,Primary,70.0,CH8 9AN,53.294442317539236,-3.2816745992901346,True
St. Ethelwolds,"Nursery, Infants & Juniors",Flintshire,Primary,83.0,CH5 1NG,53.202023844589306,-3.039233077979483,True
St John the Baptist VA School,"Nursery, Infants & Juniors",Flintshire,Primary,109.0,CH4 0EN,53.15766054983671,-3.040096569995251,True
Nercwys VA,"Nursery, Infants & Juniors",Flintshire,Primary,17.0,CH7 4EL,53.13555005467069,-3.1437074299455556,True
Hawarden Village VA,"Nursery, Infants & Juniors",Flintshire,Primary,386.0,CH5 3PY,53.18526020712703,-3.0224557128802942,True
Lixwm VA Church in Wales Primary School,"Nursery, Infants & Juniors",Flintshire,Primary,56.0,CH8 8NQ,53.233139911273554,-3.248575898877399,True
Hawarden High School,Secondary (ages 11-19),Flintshire,Secondary,1161.0,CH5 3DN,53.18846492326563,-3.0416439558398896,True
Alun School,Secondary (ages 11-19),Flintshire,Secondary,1480.0,CH7 1EP,53.16105474914871,-3.140808245663276,True
Elfed High School,Secondary (ages 11-16),Flintshire,Secondary,901.0,CH7 3HQ,53.171883943487586,-3.0831605700857954,True
Ysgol Treffynnon,Secondary (ages 11-16),Flintshire,Secondary,519.0,CH8 7EN,53.276515183104756,-3.215269423995287,True
St. David's High School,Secondary (ages 11-16),Flintshire,Secondary,351.0,CH4 0AE,53.17728959760124,-2.939150201207755,True
Castell Alun High School,Secondary (ages 11-19),Flintshire,Secondary,1283.0,LL12 9PY,53.11877210996758,-3.0358064797559825,True
Maes Garmon,Secondary (ages 11-19),Flintshire,Secondary,578.0,CH7 1JB,53.16221413519981,-3.1404400850277407,True
Flint High School,Secondary (ages 11-19),Flintshire,Secondary,747.0,CH6 5LL,53.23916616007613,-3.1367101676595652,True
"Connah's Quay High School,",Secondary (ages 11-16),Flintshire,Secondary,1014.0,CH5 4BH,53.22298566094217,-3.078804260041411,True
St. Richard Gwyn Catholic High School,Secondary (ages 11-19),Flintshire,Secondary,774.0,CH6 5JZ,53.24081362557994,-3.127769445898821,True
Derwen Foundation School,"Nursery, Infants & Juniors",Flintshire,Primary,187.0,CH4 9AJ,53.14561817781634,-3.002078190485871,True
The Rofft CP School,"Nursery, Infants & Juniors",Wrexham,Primary,217.0,LL12 8LA,53.08953381075152,-2.9597104074428735,True
Froncysyllte,"Nursery, Infants & Juniors",Wrexham,Primary,11.0,LL20 7SU,52.96314262252373,-3.087955544043139,True
Garth CP,"Nursery, Infants & Juniors",Wrexham,Primary,58.0,LL20 7UY,52.976988358539444,-3.1053114408836717,True
Ysgol Cynddelw,"Nursery, Infants & Juniors",Wrexham,Primary,83.0,LL20 7HH,52.933719233403465,-3.1811595670525272,True
Llanarmon DC School,"Nursery, Infants & Juniors",Wrexham,Primary,22.0,LL20 7LF,52.88533700328944,-3.255535728959009,True
