Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,School,School_reference,School_sort,School_hierarchy,Category,Category_reference,Category_sort,Category_hierarchy,Notes
40,40,Number of pupils,NUM,1,,6612085 - Ysgol Gymuned Penisarwaun,6612085,70,,All pupils,all,3,,Total
25,25,Number of pupils,NUM,1,,6612089 - Ysgol Bro Lleu,6612089,71,,Eligible for free school meals,fsm,1,,
40,40,Number of pupils,NUM,1,,6612089 - Ysgol Bro Lleu,6612089,71,,Eligible for free school meals or transitionally protected,fsmtp,2,,
190,190,Number of pupils,NUM,1,,6612089 - Ysgol Bro Lleu,6612089,71,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612093 - YSGOL GYNRADD  PENTREUCHAF,6612093,72,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612093 - YSGOL GYNRADD  PENTREUCHAF,6612093,72,,Eligible for free school meals or transitionally protected,fsmtp,2,,
95,95,Number of pupils,NUM,1,,6612093 - YSGOL GYNRADD  PENTREUCHAF,6612093,72,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612097 - Ysgol Rhiwlas,6612097,73,,Eligible for free school meals,fsm,1,,
5,5,Number of pupils,NUM,1,,6612097 - Ysgol Rhiwlas,6612097,73,,Eligible for free school meals or transitionally protected,fsmtp,2,,
35,35,Number of pupils,NUM,1,,6612097 - Ysgol Rhiwlas,6612097,73,,All pupils,all,3,,Total
15,15,Number of pupils,NUM,1,,6612098 - Ysgol Gynradd Rhosgadfan,6612098,74,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6612098 - Ysgol Gynradd Rhosgadfan,6612098,74,,Eligible for free school meals or transitionally protected,fsmtp,2,,
40,40,Number of pupils,NUM,1,,6612098 - Ysgol Gynradd Rhosgadfan,6612098,74,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6612099 - Ysgol Gynradd Rhostryfan,6612099,75,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6612099 - Ysgol Gynradd Rhostryfan,6612099,75,,Eligible for free school meals or transitionally protected,fsmtp,2,,
80,80,Number of pupils,NUM,1,,6612099 - Ysgol Gynradd Rhostryfan,6612099,75,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612103 - YSGOL SARN BACH,6612103,76,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6612103 - YSGOL SARN BACH,6612103,76,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
25,25,Number of pupils,NUM,1,,6612103 - YSGOL SARN BACH,6612103,76,,All pupils,all,3,,Total
20,20,Number of pupils,NUM,1,,6612104 - Ysgol Eifion Wyn,6612104,77,,Eligible for free school meals,fsm,1,,
30,30,Number of pupils,NUM,1,,6612104 - Ysgol Eifion Wyn,6612104,77,,Eligible for free school meals or transitionally protected,fsmtp,2,,
210,210,Number of pupils,NUM,1,,6612104 - Ysgol Eifion Wyn,6612104,77,,All pupils,all,3,,Total
20,20,Number of pupils,NUM,1,,6612108 - Ysgol Gynradd Talysarn,6612108,78,,Eligible for free school meals,fsm,1,,
25,25,Number of pupils,NUM,1,,6612108 - Ysgol Gynradd Talysarn,6612108,78,,Eligible for free school meals or transitionally protected,fsmtp,2,,
95,95,Number of pupils,NUM,1,,6612108 - Ysgol Gynradd Talysarn,6612108,78,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612110 - YSGOL Y GORLAN,6612110,79,,Eligible for free school meals,fsm,1,,
20,20,Number of pupils,NUM,1,,6612110 - YSGOL Y GORLAN,6612110,79,,Eligible for free school meals or transitionally protected,fsmtp,2,,
110,110,Number of pupils,NUM,1,,6612110 - YSGOL Y GORLAN,6612110,79,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6612111 - Ysgol yr Eifl,6612111,80,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612111 - Ysgol yr Eifl,6612111,80,,Eligible for free school meals or transitionally protected,fsmtp,2,,
45,45,Number of pupils,NUM,1,,6612111 - Ysgol yr Eifl,6612111,80,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612112 - YSGOL GYNRADD TUDWEILIOG,6612112,81,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6612112 - YSGOL GYNRADD TUDWEILIOG,6612112,81,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
50,50,Number of pupils,NUM,1,,6612112 - YSGOL GYNRADD TUDWEILIOG,6612112,81,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6612113 - Ysgol Waunfawr,6612113,82,,Eligible for free school meals,fsm,1,,
20,20,Number of pupils,NUM,1,,6612113 - Ysgol Waunfawr,6612113,82,,Eligible for free school meals or transitionally protected,fsmtp,2,,
115,115,Number of pupils,NUM,1,,6612113 - Ysgol Waunfawr,6612113,82,,All pupils,all,3,,Total
90,90,Number of pupils,NUM,1,,6612116 - Ysgol Glancegin,6612116,83,,Eligible for free school meals,fsm,1,,
115,115,Number of pupils,NUM,1,,6612116 - Ysgol Glancegin,6612116,83,,Eligible for free school meals or transitionally protected,fsmtp,2,,
220,220,Number of pupils,NUM,1,,6612116 - Ysgol Glancegin,6612116,83,,All pupils,all,3,,Total
85,85,Number of pupils,NUM,1,,6612119 - Ysgol Yr Hendre,6612119,84,,Eligible for free school meals,fsm,1,,
120,120,Number of pupils,NUM,1,,6612119 - Ysgol Yr Hendre,6612119,84,,Eligible for free school meals or transitionally protected,fsmtp,2,,
380,380,Number of pupils,NUM,1,,6612119 - Ysgol Yr Hendre,6612119,84,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612122 - Ysgol Bontnewydd,6612122,85,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612122 - Ysgol Bontnewydd,6612122,85,,Eligible for free school meals or transitionally protected,fsmtp,2,,
215,215,Number of pupils,NUM,1,,6612122 - Ysgol Bontnewydd,6612122,85,,All pupils,all,3,,Total
50,50,Number of pupils,NUM,1,,6612123 - Ysgol Gymraeg y Garnedd,6612123,86,,Eligible for free school meals,fsm,1,,
70,70,Number of pupils,NUM,1,,6612123 - Ysgol Gymraeg y Garnedd,6612123,86,,Eligible for free school meals or transitionally protected,fsmtp,2,,
395,395,Number of pupils,NUM,1,,6612123 - Ysgol Gymraeg y Garnedd,6612123,86,,All pupils,all,3,,Total
30,30,Number of pupils,NUM,1,,6612125 - Ysgol Cymerau,6612125,87,,Eligible for free school meals,fsm,1,,
40,40,Number of pupils,NUM,1,,6612125 - Ysgol Cymerau,6612125,87,,Eligible for free school meals or transitionally protected,fsmtp,2,,
255,255,Number of pupils,NUM,1,,6612125 - Ysgol Cymerau,6612125,87,,All pupils,all,3,,Total
15,15,Number of pupils,NUM,1,,6612126 - Ysgol Abercaseg (Babanod),6612126,88,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6612126 - Ysgol Abercaseg (Babanod),6612126,88,,Eligible for free school meals or transitionally protected,fsmtp,2,,
75,75,Number of pupils,NUM,1,,6612126 - Ysgol Abercaseg (Babanod),6612126,88,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612127 - Ysgol y Felinheli,6612127,89,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612127 - Ysgol y Felinheli,6612127,89,,Eligible for free school meals or transitionally protected,fsmtp,2,,
155,155,Number of pupils,NUM,1,,6612127 - Ysgol y Felinheli,6612127,89,,All pupils,all,3,,Total
30,30,Number of pupils,NUM,1,,6612181 - Ysgol y Traeth,6612181,90,,Eligible for free school meals,fsm,1,,
50,50,Number of pupils,NUM,1,,6612181 - Ysgol y Traeth,6612181,90,,Eligible for free school meals or transitionally protected,fsmtp,2,,
185,185,Number of pupils,NUM,1,,6612181 - Ysgol y Traeth,6612181,90,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612185 - Ysgol Gynradd Dyffryn Dulas,6612185,91,,Eligible for free school meals,fsm,1,,Confidential
5,5,Number of pupils,NUM,1,,6612185 - Ysgol Gynradd Dyffryn Dulas,6612185,91,,Eligible for free school meals or transitionally protected,fsmtp,2,,
35,35,Number of pupils,NUM,1,,6612185 - Ysgol Gynradd Dyffryn Dulas,6612185,91,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6612189 - Ysgol Gynradd Dyffryn Ardudwy,6612189,92,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612189 - Ysgol Gynradd Dyffryn Ardudwy,6612189,92,,Eligible for free school meals or transitionally protected,fsmtp,2,,
70,70,Number of pupils,NUM,1,,6612189 - Ysgol Gynradd Dyffryn Ardudwy,6612189,92,,All pupils,all,3,,Total
0,0,Number of pupils,NUM,1,,6612190 - Ysgol Bro Cynfal,6612190,93,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612190 - Ysgol Bro Cynfal,6612190,93,,Eligible for free school meals or transitionally protected,fsmtp,2,,
40,40,Number of pupils,NUM,1,,6612190 - Ysgol Bro Cynfal,6612190,93,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612192 - Ysgol Edmwnd Prys,6612192,94,,Eligible for free school meals,fsm,1,,
5,5,Number of pupils,NUM,1,,6612192 - Ysgol Edmwnd Prys,6612192,94,,Eligible for free school meals or transitionally protected,fsmtp,2,,
20,20,Number of pupils,NUM,1,,6612192 - Ysgol Edmwnd Prys,6612192,94,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612194 - Ysgol Gynradd Llanbedr,6612194,95,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6612194 - Ysgol Gynradd Llanbedr,6612194,95,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
45,45,Number of pupils,NUM,1,,6612194 - Ysgol Gynradd Llanbedr,6612194,95,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612198 - YSGOL Y GARREG,6612198,96,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6612198 - YSGOL Y GARREG,6612198,96,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
15,15,Number of pupils,NUM,1,,6612198 - YSGOL Y GARREG,6612198,96,,All pupils,all,3,,Total
0,0,Number of pupils,NUM,1,,6612199 - Ysgol O M Edwards,6612199,97,,Eligible for free school meals,fsm,1,,
,,Number of pupils,NUM,1,,6612199 - Ysgol O M Edwards,6612199,97,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
75,75,Number of pupils,NUM,1,,6612199 - Ysgol O M Edwards,6612199,97,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6612205 - Ysgol Manod,6612205,98,,Eligible for free school meals,fsm,1,,
20,20,Number of pupils,NUM,1,,6612205 - Ysgol Manod,6612205,98,,Eligible for free school meals or transitionally protected,fsmtp,2,,
85,85,Number of pupils,NUM,1,,6612205 - Ysgol Manod,6612205,98,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612207 - Ysgol Gynradd Pennal,6612207,99,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6612207 - Ysgol Gynradd Pennal,6612207,99,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
35,35,Number of pupils,NUM,1,,6612207 - Ysgol Gynradd Pennal,6612207,99,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6612208 - Ysgol Cefn Coch,6612208,100,,Eligible for free school meals,fsm,1,,
20,20,Number of pupils,NUM,1,,6612208 - Ysgol Cefn Coch,6612208,100,,Eligible for free school meals or transitionally protected,fsmtp,2,,
155,155,Number of pupils,NUM,1,,6612208 - Ysgol Cefn Coch,6612208,100,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612210 - Ysgol Talsarnau,6612210,101,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6612210 - Ysgol Talsarnau,6612210,101,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
25,25,Number of pupils,NUM,1,,6612210 - Ysgol Talsarnau,6612210,101,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6612211 - Ysgol Gynradd Tanygrisiau,6612211,102,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612211 - Ysgol Gynradd Tanygrisiau,6612211,102,,Eligible for free school meals or transitionally protected,fsmtp,2,,
30,30,Number of pupils,NUM,1,,6612211 - Ysgol Gynradd Tanygrisiau,6612211,102,,All pupils,all,3,,Total
25,25,Number of pupils,NUM,1,,6612212 - Ysgol Gynradd Penybryn,6612212,103,,Eligible for free school meals,fsm,1,,
35,35,Number of pupils,NUM,1,,6612212 - Ysgol Gynradd Penybryn,6612212,103,,Eligible for free school meals or transitionally protected,fsmtp,2,,
240,240,Number of pupils,NUM,1,,6612212 - Ysgol Gynradd Penybryn,6612212,103,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612213 - Ysgol Bro Hedd Wyn,6612213,104,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612213 - Ysgol Bro Hedd Wyn,6612213,104,,Eligible for free school meals or transitionally protected,fsmtp,2,,
65,65,Number of pupils,NUM,1,,6612213 - Ysgol Bro Hedd Wyn,6612213,104,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6612214 - Ysgol Bro Tryweryn,6612214,105,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6612214 - Ysgol Bro Tryweryn,6612214,105,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
60,60,Number of pupils,NUM,1,,6612214 - Ysgol Bro Tryweryn,6612214,105,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612219 - Ysgol Tanycastell,6612219,106,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612219 - Ysgol Tanycastell,6612219,106,,Eligible for free school meals or transitionally protected,fsmtp,2,,
75,75,Number of pupils,NUM,1,,6612219 - Ysgol Tanycastell,6612219,106,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612220 - Ysgol Ffridd y LLyn,6612220,107,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6612220 - Ysgol Ffridd y LLyn,6612220,107,,Eligible for free school meals or transitionally protected,fsmtp,2,,
45,45,Number of pupils,NUM,1,,6612220 - Ysgol Ffridd y LLyn,6612220,107,,All pupils,all,3,,Total
35,35,Number of pupils,NUM,1,,6612221 - Ysgol Maenofferen,6612221,108,,Eligible for free school meals,fsm,1,,
55,55,Number of pupils,NUM,1,,6612221 - Ysgol Maenofferen,6612221,108,,Eligible for free school meals or transitionally protected,fsmtp,2,,
215,215,Number of pupils,NUM,1,,6612221 - Ysgol Maenofferen,6612221,108,,All pupils,all,3,,Total
40,40,Number of pupils,NUM,1,,6612227 - Ysgol Hirael,6612227,109,,Eligible for free school meals,fsm,1,,
60,60,Number of pupils,NUM,1,,6612227 - Ysgol Hirael,6612227,109,,Eligible for free school meals or transitionally protected,fsmtp,2,,
190,190,Number of pupils,NUM,1,,6612227 - Ysgol Hirael,6612227,109,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612228 - Ysgol Craig y Deryn,6612228,110,,Eligible for free school meals,fsm,1,,
5,5,Number of pupils,NUM,1,,6612228 - Ysgol Craig y Deryn,6612228,110,,Eligible for free school meals or transitionally protected,fsmtp,2,,
95,95,Number of pupils,NUM,1,,6612228 - Ysgol Craig y Deryn,6612228,110,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6612229 - Ysgol Bro Llifon,6612229,111,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6612229 - Ysgol Bro Llifon,6612229,111,,Eligible for free school meals or transitionally protected,fsmtp,2,,
150,150,Number of pupils,NUM,1,,6612229 - Ysgol Bro Llifon,6612229,111,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6613004 - YSGOL PONT Y GOF,6613004,112,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6613004 - YSGOL PONT Y GOF,6613004,112,,Eligible for free school meals or transitionally protected,fsmtp,2,,
100,100,Number of pupils,NUM,1,,6613004 - YSGOL PONT Y GOF,6613004,112,,All pupils,all,3,,Total
85,85,Number of pupils,NUM,1,,6613005 - Ysgol Gynradd Maesincla,6613005,113,,Eligible for free school meals,fsm,1,,
110,110,Number of pupils,NUM,1,,6613005 - Ysgol Gynradd Maesincla,6613005,113,,Eligible for free school meals or transitionally protected,fsmtp,2,,
265,265,Number of pupils,NUM,1,,6613005 - Ysgol Gynradd Maesincla,6613005,113,,All pupils,all,3,,Total
20,20,Number of pupils,NUM,1,,6613009 - Ysgol Y Faenol,6613009,114,,Eligible for free school meals,fsm,1,,
25,25,Number of pupils,NUM,1,,6613009 - Ysgol Y Faenol,6613009,114,,Eligible for free school meals or transitionally protected,fsmtp,2,,
225,225,Number of pupils,NUM,1,,6613009 - Ysgol Y Faenol,6613009,114,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6613010 - YSGOL FOEL GRON,6613010,115,,Eligible for free school meals,fsm,1,,Confidential
5,5,Number of pupils,NUM,1,,6613010 - YSGOL FOEL GRON,6613010,115,,Eligible for free school meals or transitionally protected,fsmtp,2,,
30,30,Number of pupils,NUM,1,,6613010 - YSGOL FOEL GRON,6613010,115,,All pupils,all,3,,Total
15,15,Number of pupils,NUM,1,,6613013 - Ysgol Llandygai,6613013,116,,Eligible for free school meals,fsm,1,,
20,20,Number of pupils,NUM,1,,6613013 - Ysgol Llandygai,6613013,116,,Eligible for free school meals or transitionally protected,fsmtp,2,,
80,80,Number of pupils,NUM,1,,6613013 - Ysgol Llandygai,6613013,116,,All pupils,all,3,,Total
0,0,Number of pupils,NUM,1,,6613018 - Ysgol Gynradd Llandwrog,6613018,117,,Eligible for free school meals,fsm,1,,
,,Number of pupils,NUM,1,,6613018 - Ysgol Gynradd Llandwrog,6613018,117,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
40,40,Number of pupils,NUM,1,,6613018 - Ysgol Gynradd Llandwrog,6613018,117,,All pupils,all,3,,Total
0,0,Number of pupils,NUM,1,,6613023 - Ysgol Gynradd Llanystumdwy,6613023,118,,Eligible for free school meals,fsm,1,,
5,5,Number of pupils,NUM,1,,6613023 - Ysgol Gynradd Llanystumdwy,6613023,118,,Eligible for free school meals or transitionally protected,fsmtp,2,,
25,25,Number of pupils,NUM,1,,6613023 - Ysgol Gynradd Llanystumdwy,6613023,118,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6613029 - Ysgol Tregarth,6613029,119,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6613029 - Ysgol Tregarth,6613029,119,,Eligible for free school meals or transitionally protected,fsmtp,2,,
115,115,Number of pupils,NUM,1,,6613029 - Ysgol Tregarth,6613029,119,,All pupils,all,3,,Total
30,30,Number of pupils,NUM,1,,6613030 - Ysgol Cae Top,6613030,120,,Eligible for free school meals,fsm,1,,
40,40,Number of pupils,NUM,1,,6613030 - Ysgol Cae Top,6613030,120,,Eligible for free school meals or transitionally protected,fsmtp,2,,
235,235,Number of pupils,NUM,1,,6613030 - Ysgol Cae Top,6613030,120,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6613300 - Ysgol Santes Helen,6613300,121,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6613300 - Ysgol Santes Helen,6613300,121,,Eligible for free school meals or transitionally protected,fsmtp,2,,
40,40,Number of pupils,NUM,1,,6613300 - Ysgol Santes Helen,6613300,121,,All pupils,all,3,,Total
15,15,Number of pupils,NUM,1,,6613301 - Ysgol Ein Harglwyddes,6613301,122,,Eligible for free school meals,fsm,1,,
25,25,Number of pupils,NUM,1,,6613301 - Ysgol Ein Harglwyddes,6613301,122,,Eligible for free school meals or transitionally protected,fsmtp,2,,
150,150,Number of pupils,NUM,1,,6613301 - Ysgol Ein Harglwyddes,6613301,122,,All pupils,all,3,,Total
60,60,Number of pupils,NUM,1,,6614002 - Ysgol Dyffryn Ogwen Bethesda,6614002,123,,Eligible for free school meals,fsm,1,,
80,80,Number of pupils,NUM,1,,6614002 - Ysgol Dyffryn Ogwen Bethesda,6614002,123,,Eligible for free school meals or transitionally protected,fsmtp,2,,
400,400,Number of pupils,NUM,1,,6614002 - Ysgol Dyffryn Ogwen Bethesda,6614002,123,,All pupils,all,3,,Total
50,50,Number of pupils,NUM,1,,6614003 - Ysgol Botwnnog,6614003,124,,Eligible for free school meals,fsm,1,,
80,80,Number of pupils,NUM,1,,6614003 - Ysgol Botwnnog,6614003,124,,Eligible for free school meals or transitionally protected,fsmtp,2,,
470,470,Number of pupils,NUM,1,,6614003 - Ysgol Botwnnog,6614003,124,,All pupils,all,3,,Total
60,60,Number of pupils,NUM,1,,6614004 - Ysgol Brynrefail,6614004,125,,Eligible for free school meals,fsm,1,,
100,100,Number of pupils,NUM,1,,6614004 - Ysgol Brynrefail,6614004,125,,Eligible for free school meals or transitionally protected,fsmtp,2,,
765,765,Number of pupils,NUM,1,,6614004 - Ysgol Brynrefail,6614004,125,,All pupils,all,3,,Total
50,50,Number of pupils,NUM,1,,6614007 - Ysgol Dyffryn Nantlle,6614007,126,,Eligible for free school meals,fsm,1,,
75,75,Number of pupils,NUM,1,,6614007 - Ysgol Dyffryn Nantlle,6614007,126,,Eligible for free school meals or transitionally protected,fsmtp,2,,
395,395,Number of pupils,NUM,1,,6614007 - Ysgol Dyffryn Nantlle,6614007,126,,All pupils,all,3,,Total
35,35,Number of pupils,NUM,1,,6614009 - YSGOL EIFIONYDD,6614009,127,,Eligible for free school meals,fsm,1,,
65,65,Number of pupils,NUM,1,,6614009 - YSGOL EIFIONYDD,6614009,127,,Eligible for free school meals or transitionally protected,fsmtp,2,,
