FID,uprn,school_code,school_name,la_code,local_authority,sector,governance,wm_code,welsh_medium,school_type,religious_character,address_1,address_2,address_3,address_4,postcode,phone_number,pupils,rhif_yr_ysgol,enwr_ysgol,cod_all,awdurdod_lleol,llywodraethu,cod_cc,math_o_gyfrwng_cymraeg,math_o_ysgol,cymeriad_crefyddol,cyfeiriad_1,cyfeiriad_2,cyfeiriad_3,cyfeiriad_4,cod_post,rhif_ffon,disgyblion,id,geom
maintained_schools_wg.1263,100101033055,6793022,Usk Primary School,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium school / provision,Infants & Juniors,Church in Wales,Monmouth Road,Usk,Monmouthshire,,NP15 1SE,01291673818,261,6793022,Usk Primary School,679,Sir Fynwy,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys yng Nghymru,Monmouth Road,Usk,Monmouthshire,,NP15 1SE,01291673818,261,1263,POINT (-2.8977492228940154 51.70532173375351)
maintained_schools_wg.1264,200000947967,6793031,Raglan Primary,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium school / provision,Infants & Juniors,Church in Wales, STATION ROAD,RAGLAN,Monmouthshire,,NP15 2EN,01291690704,165,6793031,Raglan Primary,679,Sir Fynwy,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys yng Nghymru, STATION ROAD,RAGLAN,Monmouthshire,,NP15 2EN,01291690704,165,1264,POINT (-2.848877730649708 51.763898218256415)
maintained_schools_wg.1266,10033344344,6793310,Magor V A Primary School,679,Monmouthshire,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Sycamore Terrace,Magor,Newport,Monmouthshire,NP26 3EG,01633880327,290,6793310,Magor V A Primary School,679,Sir Fynwy,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Sycamore Terrace,Magor,Newport,Monmouthshire,NP26 3EG,01633880327,290,1266,POINT (-2.8287881193040953 51.58000129608472)
maintained_schools_wg.1267,200000946591,6793317,Our Lady & St Michael's RC,679,Monmouthshire,Primary,Voluntary aided,EM,English medium school / provision,Infants & Juniors,Roman Catholic,14  Pen Y Pound Road,Abergavenny,Monmouthshire,,NP7 5UD,01873735080,203,6793317,Our Lady & St Michael's RC,679,Sir Fynwy,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys Gatholig,14  Pen Y Pound Road,Abergavenny,Monmouthshire,,NP7 5UD,01873735080,203,1267,POINT (-3.021968387829787 51.82651710829699)
maintained_schools_wg.1268,200000950049,6793326,ST MARY'S R.C.P.SCHOOL,679,Monmouthshire,Primary,Voluntary aided,EM,English medium school / provision,Infants & Juniors,Roman Catholic,Bulwark Road,Chepstow,Monmouthshire,,NP16 5JE,01291623006,117,6793326,ST MARY'S R.C.P.SCHOOL,679,Sir Fynwy,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys Gatholig,Bulwark Road,Chepstow,Monmouthshire,,NP16 5JE,01291623006,117,1268,POINT (-2.6787860779010217 51.63549843274151)
maintained_schools_wg.1269,10033353045,6793327,ARCHBISHOP ROWAN WILLIAMS VA,679,Monmouthshire,Primary,Voluntary aided,EM,English medium school / provision,Infants & Juniors,Church in Wales,Crick Road,Portskewett,Monmouthshire,,NP26 5UL,01291420526,210,6793327,ARCHBISHOP ROWAN WILLIAMS VA,679,Sir Fynwy,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys yng Nghymru,Crick Road,Portskewett,Monmouthshire,,NP26 5UL,01291420526,210,1269,POINT (-2.7255348805655197 51.59184473711817)
maintained_schools_wg.1270,10033346463,6794060,Monmouth Comprehensive School,679,Monmouthshire,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Old Dixton Road,Monmouth,Monmouthshire,,NP25 3YT,01600775177,1696,6794060,Monmouth Comprehensive School,679,Sir Fynwy,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Old Dixton Road,Monmouth,Monmouthshire,,NP25 3YT,01600775177,1696,1270,POINT (-2.7093763400180846 51.81496694006249)
maintained_schools_wg.1272,200000956640,6794066,Caldicot School,679,Monmouthshire,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Mill Lane,Caldicot,Monmouthshire,,NP26 5XA,01291426436,1247,6794066,Caldicot School,679,Sir Fynwy,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Mill Lane,Caldicot,Monmouthshire,,NP26 5XA,01291426436,1247,1272,POINT (-2.7511341980613717 51.58952048485912)
maintained_schools_wg.1273,100101046360,6802003,Clytha Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Bryngwyn Road,Newport,,,NP20 4JT,01633265266,238,6802003,Clytha Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Bryngwyn Road,Newport,,,NP20 4JT,01633265266,238,1273,POINT (-3.011340249688717 51.58487332534842)
maintained_schools_wg.1274,100101046183,6802004,Crindau Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ailesbury Street,Newport,,,NP20 5ND,01633858268,367,6802004,Crindau Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ailesbury Street,Newport,,,NP20 5ND,01633858268,367,1274,POINT (-2.996354431466794 51.5992083067308)
maintained_schools_wg.1275,100101046535,6802009,Eveswell Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Chepstow Road,Newport,,,NP19 8GX,01633272142,486,6802009,Eveswell Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Chepstow Road,Newport,,,NP19 8GX,01633272142,486,1275,POINT (-2.973336933746692 51.58960061502163)
maintained_schools_wg.1276,100101047361,6802017,Maesglas Primary & Nursery,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Maesglas Road,Newport,,,NP20 3DG,01633816047,294,6802017,Maesglas Primary & Nursery,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Maesglas Road,Newport,,,NP20 3DG,01633816047,294,1276,POINT (-3.0106674756901994 51.5669137776673)
maintained_schools_wg.1277,100100969765,6802019,Maindee Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Rodney Road,Newport,,,NP19 0AP,01633263309,542,6802019,Maindee Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Rodney Road,Newport,,,NP19 0AP,01633263309,542,1277,POINT (-2.9866094817992863 51.58725085585838)
maintained_schools_wg.1278,100101047816,6802022,Malpas Court Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Whittle Drive,Newport,,,NP20 6NS,01633855005,232,6802022,Malpas Court Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Whittle Drive,Newport,,,NP20 6NS,01633855005,232,1278,POINT (-3.0120397885784773 51.61764177369414)
maintained_schools_wg.1279,100101047727,6802027,St. Woolos Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Stow Hill,Newport,,,NP20 4DW,01633265792,349,6802027,St. Woolos Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Stow Hill,Newport,,,NP20 4DW,01633265792,349,1279,POINT (-2.9973400337676046 51.58488525745137)
maintained_schools_wg.1280,100101047109,6802030,Somerton Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Hawthorn Fosse,Newport,,,NP19 9AB,01633272504,182,6802030,Somerton Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Hawthorn Fosse,Newport,,,NP19 9AB,01633272504,182,1280,POINT (-2.9595143938616255 51.5871518456696)
maintained_schools_wg.1281,100101047435,6802039,Glasllwch Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Melbourne Way,Newport,,,NP20 3RH,01633266398,229,6802039,Glasllwch Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Melbourne Way,Newport,,,NP20 3RH,01633266398,229,1281,POINT (-3.028037428999289 51.58221055954498)
maintained_schools_wg.1282,100101047788,6802043,Malpas Park Jnr & Infts.,680,Newport,Primary,Community,EM,English medium school / provision,Infants & Juniors,---,Wavell Drive,Malpas,Newport,,NP20 6LE,01633675900,239,6802043,Malpas Park Jnr & Infts.,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Iau a babanod,---,Wavell Drive,Malpas,Newport,,NP20 6LE,01633675900,239,1282,POINT (-3.0064788804819162 51.61707978094016)
maintained_schools_wg.1283,100101047475,6802209,Langstone Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Old Roman Road,Langstone,Newport,,NP18 2JU,01633412200,346,6802209,Langstone Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Old Roman Road,Langstone,Newport,,NP18 2JU,01633412200,346,1283,POINT (-2.893154593754197 51.61259132265753)
maintained_schools_wg.1284,100101047783,6802224,Llanmartin Junior & Infants,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Waltwood Road,Llanmartin,Newport,,NP18 2HB,01633412660,121,6802224,Llanmartin Junior & Infants,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Waltwood Road,Llanmartin,Newport,,NP18 2HB,01633412660,121,1284,POINT (-2.8944370346254145 51.59407693845756)
maintained_schools_wg.1285,100101046172,6802236,Marshfield Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Marshfield Road,Castleton,Newport,,CF3 2UW,01633680303,444,6802236,Marshfield Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Marshfield Road,Castleton,Newport,,CF3 2UW,01633680303,444,1285,POINT (-3.076332494952346 51.54019973354123)
maintained_schools_wg.1286,100101047564,6802258,Mount Pleasant Primary,680,Newport,Primary,Community,EM,English medium school / provision,Infants & Juniors,---,Ruskin Avenue,Rogerstone,Newport,,NP10 0AB,01633894820,265,6802258,Mount Pleasant Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Iau a babanod,---,Ruskin Avenue,Rogerstone,Newport,,NP10 0AB,01633894820,265,1286,POINT (-3.0480605467657274 51.59434301542518)
maintained_schools_wg.1287,100101046949,6802276,Rogerstone Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ebenezer Drive,Highcross Estate,Rogerstone,Newport,NP10 9YX,01633831610,477,6802276,Rogerstone Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ebenezer Drive,Highcross Estate,Rogerstone,Newport,NP10 9YX,01633831610,477,1287,POINT (-3.049727909684004 51.586514353304935)
maintained_schools_wg.1288,100101047118,6802295,HIGH CROSS PRIMARY SCHOOL,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,High Cross Drive,High Cross,Rogerstone,Newport,NP10 9AB,01633895472,257,6802295,HIGH CROSS PRIMARY SCHOOL,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,High Cross Drive,High Cross,Rogerstone,Newport,NP10 9AB,01633895472,257,1288,POINT (-3.038514524155358 51.586596148618675)
maintained_schools_wg.1289,100101046857,6802300,Pentrepoeth Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Bryn Hedydd,Cwm Cwddy Drive,Bassaleg,Newport,NP10 8JN,01633896101,456,6802300,Pentrepoeth Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Bryn Hedydd,Cwm Cwddy Drive,Bassaleg,Newport,NP10 8JN,01633896101,456,1289,POINT (-3.0602007199662413 51.577563385309425)
maintained_schools_wg.1290,200001852533,6802302,Pillgwenlly Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Capel Crescent,Newport,,,NP20 2FT,01633265268,656,6802302,Pillgwenlly Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Capel Crescent,Newport,,,NP20 2FT,01633265268,656,1290,POINT (-2.992642457013878 51.577611826886056)
maintained_schools_wg.1291,200001852525,6802314,Ysgol Gymraeg Casnewydd,680,Newport,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Hartridge Farm Road,Casnewydd,,,NP18 2LN,01633290270,355,6802314,Ysgol Gymraeg Casnewydd,680,Casnewydd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Hartridge Farm Road,Casnewydd,,,NP18 2LN,01633290270,355,1291,POINT (-2.934688563542758 51.58508634006443)
maintained_schools_wg.1292,100101046179,6802315,Alway Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Aberthaw Road,Newport,,,NP19 9QP,01633277905,395,6802315,Alway Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Aberthaw Road,Newport,,,NP19 9QP,01633277905,395,1292,POINT (-2.952488881573088 51.58595924985032)
maintained_schools_wg.1293,100101046868,6802316,RINGLAND PRIMARY,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Dunstable Road,Newport,,,NP19 9LU,01633272308,211,6802316,RINGLAND PRIMARY,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Dunstable Road,Newport,,,NP19 9LU,01633272308,211,1293,POINT (-2.9381439740379838 51.58887120414365)
maintained_schools_wg.1294,100101047485,6802317,Millbrook Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---, PARRET ROAD,BETTWS,,,NP20 7DQ,01633855100,265,6802317,Millbrook Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---, PARRET ROAD,BETTWS,,,NP20 7DQ,01633855100,265,1294,POINT (-3.01847084277708 51.611993363547384)
maintained_schools_wg.1295,100101046859,6802318,Monnow Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Darent Close,Newport,,,NP20 7SQ,01633852636,387,6802318,Monnow Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Darent Close,Newport,,,NP20 7SQ,01633852636,387,1295,POINT (-3.032745338615016 51.60906323751514)
maintained_schools_wg.1296,10010553071,6802319,Glan Usk Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Bank Street,Newport,,,NP19 7HF,01633259445,678,6802319,Glan Usk Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Bank Street,Newport,,,NP19 7HF,01633259445,678,1296,POINT (-2.9871901498085336 51.60096377054075)
maintained_schools_wg.1297,100101047440,6802320,Ysgol Gymraeg Ifor Hael,680,Newport,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Clos Meon,Bettws,Newport,,NP20 7DU,01633414694,193,6802320,Ysgol Gymraeg Ifor Hael,680,Casnewydd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Clos Meon,Bettws,Newport,,NP20 7DU,01633414694,193,1297,POINT (-3.0169167952808564 51.611602216263286)
maintained_schools_wg.1298,10014123941,6802321,Lliswerry Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Nash Road,Newport,,,NP19 4NG,01633277015,621,6802321,Lliswerry Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Nash Road,Newport,,,NP19 4NG,01633277015,621,1298,POINT (-2.9579169676564647 51.57914437150115)
maintained_schools_wg.1299,100101046241,6802322,St. Julians Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Beaufort Road,Newport,,,NP19 7UB,01633259563,700,6802322,St. Julians Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Beaufort Road,Newport,,,NP19 7UB,01633259563,700,1299,POINT (-2.9647039760731464 51.5997784725362)
maintained_schools_wg.1300,100101046359,6802323,Ysgol Gymraeg Bro Teyrnon,680,Newport,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Brynglas Drive,Casnewydd,,,NP20 5QS,01633850804,212,6802323,Ysgol Gymraeg Bro Teyrnon,680,Casnewydd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Brynglas Drive,Casnewydd,,,NP20 5QS,01633850804,212,1300,POINT (-3.0004229005186636 51.60695144253363)
maintained_schools_wg.1301,10093294849,6802324,Caerleon Lodge Hill Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Lodge Hill,Caerleon,Newport,,NP18 3BY,01633414904,317,6802324,Caerleon Lodge Hill Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Lodge Hill,Caerleon,Newport,,NP18 3BY,01633414904,317,1301,POINT (-2.9693286646413473 51.61652136880228)
maintained_schools_wg.1302,10090952610,6802325,St Andrews Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Milner Street,Newport,,,NP19 0GR,01633839795,737,6802325,St Andrews Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Milner Street,Newport,,,NP19 0GR,01633257261,737,1302,POINT (-2.9710893275009047 51.580905992125366)
maintained_schools_wg.1303,10090953337,6802326,Gaer Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Gaer Road,Newport,,,NP20 3GY,01633263407,477,6802326,Gaer Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Gaer Road,Newport,,,NP20 3GY,01633263407,477,1303,POINT (-3.0165643671670357 51.57662527080473)
maintained_schools_wg.1304,10093295632,6802327,Tredegar Park Primary,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Partridge Way,Duffryn,,Newport,NP10 8WP,01633817161,455,6802327,Tredegar Park Primary,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Partridge Way,Duffryn,,Newport,NP10 8WP,01633817161,455,1304,POINT (-3.0179724037616364 51.562656990031606)
maintained_schools_wg.1305,10093295457,6802328,Jubilee Park Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,temp postcode,,Rogerstone,Newport,NP10 9NL,01633414630,364,6802328,Jubilee Park Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,temp postcode,,Rogerstone,Newport,NP10 9NL,01633414630,364,1305,POINT (-3.057213542298928 51.58325609092933)
maintained_schools_wg.1306,10093296179,6802329,Milton Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Hendre Farm Drive,,,Newport,NP19 9HB,01633273505,469,6802329,Milton Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Hendre Farm Drive,,,Newport,NP19 9HB,01633273505,469,1306,POINT (-2.929300018356872 51.59601535132997)
maintained_schools_wg.1307,10093296182,6802330,Glan Llyn Primary School,680,Newport,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Bessemer Drive,,Newport,,NP19 4EB,01633414616,459,6802330,Glan Llyn Primary School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Bessemer Drive,,Newport,,NP19 4EB,01633414616,459,1307,POINT (-2.9359265395488032 51.57761460436118)
maintained_schools_wg.1308,10094538711,6802331,Ysgol Gymraeg Nant Gwenlli,680,Newport,Primary,Community,WM,Welsh medium school / provision (including transitional),Nursery & Infants,Not available,ROMAN WAY,CAERLEON,,NEWPORT,NP18 3DY,01633414698,40,6802331,Ysgol Gymraeg Nant Gwenlli,680,Casnewydd,Cymuned,WM,Cyfrwng Cymraeg,Babanod a meithrin,Ddim ar gael,ROMAN WAY,CAERLEON,,NEWPORT,NP18 3DY,01633414698,40,1308,POINT (-2.9677867643770828 51.6167765956735)
maintained_schools_wg.1309,10093296178,6803002,Malpas Church in Wales Primary School,680,Newport,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Yewberry Close,Malpas,,Newport,NP20 6WJ,01633439255,282,6803002,Malpas Church in Wales Primary School,680,Casnewydd,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Yewberry Close,Malpas,,Newport,NP20 6WJ,01633439255,282,1309,POINT (-3.0019554708661813 51.60982386587854)
maintained_schools_wg.1310,10002147596,6803300,St. Davids Primary,680,Newport,Primary,Voluntary aided,EM,English medium school / provision,Infants & Juniors,Roman Catholic,Park Crescent,Newport,,,NP20 3AQ,01633816027,215,6803300,St. Davids Primary,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys Gatholig,Park Crescent,Newport,,,NP20 3AQ,01633816027,215,1310,POINT (-3.01943971573865 51.56949941891225)
maintained_schools_wg.1311,100101047041,6803301,St Josephs R.C. Jnr. & Infts,680,Newport,Primary,Voluntary aided,EM,English medium school / provision,Infants & Juniors,Roman Catholic,Fairoak Avenue,Newport,,,NP19 8FW,01633258801,206,6803301,St Josephs R.C. Jnr. & Infts,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys Gatholig,Fairoak Avenue,Newport,,,NP19 8FW,01633258801,206,1311,POINT (-2.9790406913465097 51.59237653431742)
maintained_schools_wg.1312,100101047528,6803302,St Marys Primary School,680,Newport,Primary,Voluntary aided,EM,English medium school / provision,Infants & Juniors,Roman Catholic,Queens Hill,Newport,,,NP20 5HJ,01633840490,413,6803302,St Marys Primary School,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys Gatholig,Queens Hill,Newport,,,NP20 5HJ,01633840490,413,1312,POINT (-3.0012115516209987 51.591969529208356)
maintained_schools_wg.1313,100100973012,6803304,St Michael's RC Primary School,680,Newport,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Roman Catholic,Baldwin Close,Newport,,,NP20 2LW,01633262078,250,6803304,St Michael's RC Primary School,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Baldwin Close,Newport,,,NP20 2LW,01633262078,250,1313,POINT (-2.9933199434046847 51.57394954762099)
maintained_schools_wg.1314,100101047040,6803305,St Patricks R.C. Primary,680,Newport,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Roman Catholic,Fairfax Road,Newport,,,NP19 0HR,01633272488,240,6803305,St Patricks R.C. Primary,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Fairfax Road,Newport,,,NP19 0HR,01633272488,240,1314,POINT (-2.966625854617007 51.58421615966079)
maintained_schools_wg.1315,100101047538,6803306,St. Gabriel's R.C.,680,Newport,Primary,Voluntary aided,EM,English medium school / provision,Infants & Juniors,Roman Catholic,Ringland Circle,Newport,,,NP19 9PQ,01633273937,211,6803306,St. Gabriel's R.C.,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau a babanod,Eglwys Gatholig,Ringland Circle,Newport,,,NP19 9PQ,01633273937,211,1315,POINT (-2.938613314940865 51.592032493491516)
maintained_schools_wg.1316,10090952609,6803313,Charles Williams Church In Wales Primary School,680,Newport,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,High Street,Caerleon,,,NP18 1AZ,01633423497,515,6803313,Charles Williams Church In Wales Primary School,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,High Street,Caerleon,,,NP18 1AZ,01633423497,515,1316,POINT (-2.9572211260993537 51.61039191404594)
maintained_schools_wg.1317,100101047110,6804003,St Julian's School,680,Newport,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Heather Road,St Julian's,Newport,,NP19 7XU,01633224490,1426,6804003,St Julian's School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Heather Road,St Julian's,Newport,,NP19 7XU,01633224490,1426,1317,POINT (-2.976452778212632 51.60054692531597)
maintained_schools_wg.1318,100101047307,6804020,The John Frost School,680,Newport,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,"Lighthouse Road,",Duffryn,Newport,,NP10 8YD,01633654100,1405,6804020,The John Frost School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,"Lighthouse Road,",Duffryn,Newport,,NP10 8YD,01633654100,1405,1318,POINT (-3.0124381406001013 51.55829346855356)
maintained_schools_wg.1319,100101047539,6804021,Llanwern High School,680,Newport,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Hartridge Farm Road,Newport,,,NP18 2YE,01633411116,1101,6804021,Llanwern High School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Hartridge Farm Road,Newport,,,NP18 2YE,01633411116,1101,1319,POINT (-2.9319165318329907 51.58609090089913)
maintained_schools_wg.1320,10014124795,6804025,Newport High School,680,Newport,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Bettws Lane,Newport,,,NP20 7YB,01633820100,1097,6804025,Newport High School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Bettws Lane,Newport,,,NP20 7YB,01633820100,1097,1320,POINT (-3.0148618250929213 51.60688142167409)
maintained_schools_wg.1321,100101047465,6804026,Lliswerry High School,680,Newport,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Nash Road,Newport,,,NP19 4RP,01633277867,1079,6804026,Lliswerry High School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Nash Road,Newport,,,NP19 4RP,01633277867,1079,1321,POINT (-2.95293794951117 51.57155102152751)
maintained_schools_wg.1322,100101047047,6804030,Bassaleg School,680,Newport,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Forge Lane,Bassaleg,Newport,,NP10 8NF,01633892191,1871,6804030,Bassaleg School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Forge Lane,Bassaleg,Newport,,NP10 8NF,01633892191,1871,1322,POINT (-3.04615292772003 51.57558344585475)
