FID,uprn,school_code,school_name,la_code,local_authority,sector,governance,wm_code,welsh_medium,school_type,religious_character,address_1,address_2,address_3,address_4,postcode,phone_number,pupils,rhif_yr_ysgol,enwr_ysgol,cod_all,awdurdod_lleol,llywodraethu,cod_cc,math_o_gyfrwng_cymraeg,math_o_ysgol,cymeriad_crefyddol,cyfeiriad_1,cyfeiriad_2,cyfeiriad_3,cyfeiriad_4,cod_post,rhif_ffon,disgyblion,id,geom
maintained_schools_wg.840,10009185280,6712202,YGG Blaendulais,671,Neath Port Talbot,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Blaendulais,Castell Nedd,,,SA10 9AA,01639700342,101,6712202,YGG Blaendulais,671,Castell-nedd Port Talbot,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Blaendulais,Castell Nedd,,,SA10 9AA,01639700342,101,840,POINT (-3.711651565317325 51.76567154973221)
maintained_schools_wg.841,100101040748,6712203,Rhydyfro Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Waun Penlan,Pontardawe,Swansea,,SA8 3BB,01792862200,147,6712203,Rhydyfro Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Waun Penlan,Pontardawe,Swansea,,SA8 3BB,01792862200,147,841,POINT (-3.8614547849955145 51.73354884548216)
maintained_schools_wg.842,200002955575,6712205,YGG Cwm Nedd,671,Neath Port Talbot,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,New Street,Glynneath,Neath,,SA11 5AA,01639720530,143,6712205,YGG Cwm Nedd,671,Castell-nedd Port Talbot,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,New Street,Glynneath,Neath,,SA11 5AA,01639720530,143,842,POINT (-3.6223263188975894 51.746769871259744)
maintained_schools_wg.843,100101039960,6712206,Tairgwaith Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llwyncelyn Road,Tairgwaith,Ammanford,,SA18 1UU,01269823258,89,6712206,Tairgwaith Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llwyncelyn Road,Tairgwaith,Ammanford,,SA18 1UU,01269823258,89,843,POINT (-3.8642984660433894 51.79170106758755)
maintained_schools_wg.844,200001850240,6712208,YGG Trebannws,671,Neath Port Talbot,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Swansea Road,Trebannws,Swansea,,SA8 4BL,01792864004,90,6712208,YGG Trebannws,671,Castell-nedd Port Talbot,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Swansea Road,Trebannws,Swansea,,SA8 4BL,01792864004,90,844,POINT (-3.865008166876499 51.710814091169844)
maintained_schools_wg.845,10009185152,6712218,YGG Pontardawe,671,Neath Port Talbot,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Alltacham Drive,Pontardawe,Abertawe,,SA8 4JR,01792862136,342,6712218,YGG Pontardawe,671,Castell-nedd Port Talbot,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Alltacham Drive,Pontardawe,Abertawe,,SA8 4JR,01792862136,342,845,POINT (-3.8532942239063868 51.72629527845365)
maintained_schools_wg.846,100101040038,6712221,Waunceirch Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Dwr Y Felin Road,Waunceirch,Neath,,SA10 7RW,01639636084,187,6712221,Waunceirch Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Dwr Y Felin Road,Waunceirch,Neath,,SA10 7RW,01639636084,187,846,POINT (-3.8213522051048874 51.672257173043256)
maintained_schools_wg.847,100101040227,6712230,Cilffriw Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Main Road,Cilfrew,Neath,,SA10 8LF,01639630816,146,6712230,Cilffriw Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Main Road,Cilfrew,Neath,,SA10 8LF,01639630816,146,847,POINT (-3.781139030563926 51.681272799595746)
maintained_schools_wg.848,200001853229,6712231,YGG Tyle'r Ynn,671,Neath Port Talbot,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llansawel Crescent,Briton Ferry,Castell Nedd,,SA11 2UN,01639812229,292,6712231,YGG Tyle'r Ynn,671,Castell-nedd Port Talbot,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llansawel Crescent,Briton Ferry,Castell Nedd,,SA11 2UN,01639812229,292,848,POINT (-3.821565251676644 51.64404513752488)
maintained_schools_wg.849,10009185123,6712232,Coed Hirwaun Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Cwrt y Carw,Margam,Port Talbot,,SA13 2TS,01656747830,155,6712232,Coed Hirwaun Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Cwrt y Carw,Margam,Port Talbot,,SA13 2TS,01656747830,155,849,POINT (-3.7045421044498035 51.54780552938265)
maintained_schools_wg.850,10014160521,6712233,Coedffranc Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Stanley Road,Skewen,Neath,,SA10 6LP,01792813504,408,6712233,Coedffranc Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Stanley Road,Skewen,Neath,,SA10 6LP,01792813504,408,850,POINT (-3.8430189893056173 51.660552825638675)
maintained_schools_wg.851,10023948664,6712234,Pen Afan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Western Terrace,Blaengwynfi,Port Talbot,,SA13 3YE,01639850316,95,6712234,Pen Afan Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Western Terrace,Blaengwynfi,Port Talbot,,SA13 3YE,01639850316,95,851,POINT (-3.5998125869381825 51.654812044140314)
maintained_schools_wg.852,10023950594,6712235,Awel Y Mor Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ffordd yr Ysgol,Sandfields,Port Talbot,,SA12 6TP,01639875100,354,6712235,Awel Y Mor Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ffordd yr Ysgol,Sandfields,Port Talbot,,SA12 6TP,01639875100,354,852,POINT (-3.811401545589419 51.59755034764929)
maintained_schools_wg.853,100101039972,6712236,Crynallt Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Afan Valley Road,Cimla,Neath,,SA11 3AZ,01639635256,389,6712236,Crynallt Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Afan Valley Road,Cimla,Neath,,SA11 3AZ,01639635256,389,853,POINT (-3.7850078682156463 51.65275370673255)
maintained_schools_wg.854,10023951051,6712237,Cwmafan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ty'r Owen Row,Cwmavon,Port Talbot,,SA12 9BB,01639869312,409,6712237,Cwmafan Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ty'r Owen Row,Cwmavon,Port Talbot,,SA12 9BB,01639869312,409,854,POINT (-3.7632477030727025 51.614335033839964)
maintained_schools_wg.855,100101040615,6712238,Central Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Theodore Road,Port Talbot,,,SA13 1SF,01639882866,408,6712238,Central Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Theodore Road,Port Talbot,,,SA13 1SF,01639882866,408,855,POINT (-3.7723843826490886 51.58928876793522)
maintained_schools_wg.856,10094265618,6712239,Abbey Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,New Road,Neath Abbey,Neath,,SA10 7ND,01792812202,438,6712239,Abbey Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,New Road,Neath Abbey,Neath,,SA10 7ND,01792812202,438,856,POINT (-3.8343244798607596 51.66150729369913)
maintained_schools_wg.857,200002955507,6712240,Melin Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,MILE END ROW,Melincryddan,Neath,,SA11 2ED,01639645414,261,6712240,Melin Primary School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,MILE END ROW,Melincryddan,Neath,,SA11 2ED,01639645414,261,857,POINT (-3.812275715639309 51.65247979526048)
maintained_schools_wg.858,10094262140,6712241,Ysgol Carreg Hir,671,Neath Port Talbot,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Old Road,Briton Ferry,,Neath,SA11 2ET,01639502892,387,6712241,Ysgol Carreg Hir,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Old Road,Briton Ferry,,Neath,SA11 2ET,01639502892,387,858,POINT (-3.8166314210314667 51.64391477504899)
maintained_schools_wg.859,200002955427,6713309,St Joseph's Catholic Primary School (Neath),671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Roman Catholic,Cook Rees Avenue,Neath,,,SA11 1UR,01639635099,121,6713309,St Joseph's Catholic Primary School (Neath),671,Castell-nedd Port Talbot,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Cook Rees Avenue,Neath,,,SA11 1UR,01639635099,121,859,POINT (-3.7988781112283383 51.654385394225365)
maintained_schools_wg.860,100100991482,6713310,St Josephs Catholic Infant School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium school / provision,Nursery & Infants,Roman Catholic,Water Street,Aberavon,Port Talbot,,SA12 6LF,01639882579,118,6713310,St Josephs Catholic Infant School,671,Castell-nedd Port Talbot,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Babanod a meithrin,Eglwys Gatholig,Water Street,Aberavon,Port Talbot,,SA12 6LF,01639882579,118,860,POINT (-3.7895046064518745 51.595143680348855)
maintained_schools_wg.861,200001853217,6713311,Bryncoch CIW Primary School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Furzeland Drive,Bryncoch,Neath,,SA10 7UG,01639643359,105,6713311,Bryncoch CIW Primary School,671,Castell-nedd Port Talbot,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Furzeland Drive,Bryncoch,Neath,,SA10 7UG,01639643359,105,861,POINT (-3.8181586472127993 51.68495873921455)
maintained_schools_wg.862,100101040257,6713313,Alderman Davies CIW Primary School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,St David's Street,Neath,,,SA11 3AA,01639769772,251,6713313,Alderman Davies CIW Primary School,671,Castell-nedd Port Talbot,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,St David's Street,Neath,,,SA11 3AA,01639769772,251,862,POINT (-3.802023678297144 51.66225032330333)
maintained_schools_wg.863,10009185275,6713314,St Therese's Catholic Primary School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Roman Catholic,Southdown Road,Sandfields,Port Talbot,,SA12 7HL,01639882797,225,6713314,St Therese's Catholic Primary School,671,Castell-nedd Port Talbot,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Southdown Road,Sandfields,Port Talbot,,SA12 7HL,01639882797,225,863,POINT (-3.815563585679116 51.598367271854755)
maintained_schools_wg.864,200002955648,6713316,St Josephs Catholic Junior School,671,Neath Port Talbot,Primary,Voluntary aided,EM,English medium school / provision,Juniors,Roman Catholic,Nobel Avenue,Port Talbot,,,SA12 6YN,01639769743,166,6713316,St Josephs Catholic Junior School,671,Castell-nedd Port Talbot,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Iau,Eglwys Gatholig,Nobel Avenue,Port Talbot,,,SA12 6YN,01639769743,166,864,POINT (-3.796396342038127 51.600388801395276)
maintained_schools_wg.865,100101039970,6714064,Cefn Saeson Comprehensive School,671,Neath Port Talbot,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Afan Valley Road,Cimla,Neath,,SA11 3TA,01639791300,849,6714064,Cefn Saeson Comprehensive School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Afan Valley Road,Cimla,Neath,,SA11 3TA,01639791300,849,865,POINT (-3.7754551402427805 51.65060555466018)
maintained_schools_wg.866,10094264527,6714065,Cwmtawe Community School,671,Neath Port Talbot,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Ffordd Parc Ynysderw,Pontardawe,Swansea,,SA8 4EG,01792863200,1047,6714065,Cwmtawe Community School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Ffordd Parc Ynysderw,Pontardawe,Swansea,,SA8 4EG,01792863200,1047,866,POINT (-3.8532700345214317 51.71579275498809)
maintained_schools_wg.867,100101040111,6714066,Llangatwg Community School,671,Neath Port Talbot,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Main Road,Cadoxton,Neath,,SA10 8DB,01639634700,750,6714066,Llangatwg Community School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Main Road,Cadoxton,Neath,,SA10 8DB,01639634700,750,867,POINT (-3.785860007130606 51.67846746651538)
maintained_schools_wg.868,100101040037,6714067,Dwr Y Felin Comprehensive School,671,Neath Port Talbot,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Dwr Y Felin Road,Neath,,,SA10 7RE,01639635161,1097,6714067,Dwr Y Felin Comprehensive School,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Dwr Y Felin Road,Neath,,,SA10 7RE,01639635161,1097,868,POINT (-3.8130879725719695 51.665946639119944)
maintained_schools_wg.869,200002955647,6714601,St Joseph's RC School and 6th Form Centre,671,Neath Port Talbot,Secondary,Voluntary aided,EM,English medium school / provision,Secondary (ages 11-19),Roman Catholic,Newton Avenue,Aberavon,Port Talbot,,SA12 6EY,01639884305,835,6714601,St Joseph's RC School and 6th Form Centre,671,Castell-nedd Port Talbot,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),Eglwys Gatholig,Newton Avenue,Aberavon,Port Talbot,,SA12 6EY,01639884305,835,869,POINT (-3.7945142145765187 51.5998960458636)
maintained_schools_wg.870,10023951257,6715500,Ysgol Bae Baglan,671,Neath Port Talbot,Middle,Community,EM,English medium school / provision,Middle (ages 3-16),---, SEAWAY PARADE,Sandfields,,PORT TALBOT,SA12 7BL,01639508540,1383,6715500,Ysgol Bae Baglan,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,Canol (ystod oedran 3-16),---, SEAWAY PARADE,Sandfields,,PORT TALBOT,SA12 7BL,01639508540,1383,870,POINT (-3.8196298977846457 51.61014719054196)
maintained_schools_wg.871,10009185182,6715501,Ysgol Gymraeg Ystalyfera Bro Dur,671,Neath Port Talbot,Middle,Community,WM,Welsh medium school / provision (including transitional),Middle (ages 3-19),---,Glan Yr Afon,Ystalyfera,Swansea,,SA9 2DY,01639842129,1557,6715501,Ysgol Gymraeg Ystalyfera Bro Dur,671,Castell-nedd Port Talbot,Cymuned,WM,Cyfrwng Cymraeg,Canol (ystod oedran 3-19),---,Glan Yr Afon,Ystalyfera,Swansea,,SA9 2DY,01639842129,1557,871,POINT (-3.782818850766363 51.764109781053115)
maintained_schools_wg.872,10094262141,6715502,Ysgol Cwm Brombil,671,Neath Port Talbot,Middle,Community,EM,English medium school / provision,Middle (ages 3-16),---,Bertha Road,,Margam,Port Talbot,SA13 2AN,01639760110,1439,6715502,Ysgol Cwm Brombil,671,Castell-nedd Port Talbot,Cymuned,EM,Cyfrwng Saesneg,Canol (ystod oedran 3-16),---,Bertha Road,,Margam,Port Talbot,SA13 2AN,01639760110,1439,872,POINT (-3.7519468876014814 51.57287903917659)
maintained_schools_wg.873,100101038592,6722046,Abercerdin Primary School,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Kenry Street,Evanstown,Gilfach Goch,Bridgend,CF39 8RS,01656815535,144,6722046,Abercerdin Primary School,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Kenry Street,Evanstown,Gilfach Goch,Bridgend,CF39 8RS,01656815535,144,873,POINT (-3.479515019262135 51.595338615888124)
maintained_schools_wg.874,10013368237,6722051,Betws Primary School,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Heol Bradford,Bettws,Bridgend,,CF32 8TB,01656815650,174,6722051,Betws Primary School,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Heol Bradford,Bettws,Bridgend,,CF32 8TB,01656815650,174,874,POINT (-3.5876448014598608 51.568135233199214)
maintained_schools_wg.875,100101038301,6722055,Blaengarw Primary,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Station Street,Blaengarw,Pontycymer,Bridgend,CF32 8BA,01656815550,157,6722055,Blaengarw Primary,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Station Street,Blaengarw,Pontycymer,Bridgend,CF32 8BA,01656815550,157,875,POINT (-3.5875443474393407 51.624320585424755)
maintained_schools_wg.877,200002654653,6722090,Bryntirion Infants,672,Bridgend,Primary,Community,EM,English medium school / provision,Nursery & Infants,---,Bryngolau,Bryntirion,Bridgend,,CF31 4DD,01656815860,147,6722090,Bryntirion Infants,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,Babanod a meithrin,---,Bryngolau,Bryntirion,Bridgend,,CF31 4DD,01656815860,147,877,POINT (-3.6028257538430863 51.508585783415754)
maintained_schools_wg.878,200001850912,6722103,CEFN CRIBWR PRIMARY SCHOOL,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Cefn Road,Cefn Cribbwr,Bridgend,,CF32 0AW,01656815645,156,6722103,CEFN CRIBWR PRIMARY SCHOOL,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Cefn Road,Cefn Cribbwr,Bridgend,,CF32 0AW,01656815645,156,878,POINT (-3.6492475092796584 51.531334177129835)
maintained_schools_wg.879,10090813916,6722109,Coety Primary,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Heol-yr-Ysgol,Coity,Bridgend,,CF35 6DH,01656754990,482,6722109,Coety Primary,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Heol-yr-Ysgol,Coity,Bridgend,,CF35 6DH,01656754990,482,879,POINT (-3.563682420607827 51.52738741946793)
maintained_schools_wg.880,100101038376,6722117,Cwmfelin Primary School,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Maesteg Road,Cwmfelin,Maesteg,Bridgend,CF34 9LD,01656815525,200,6722117,Cwmfelin Primary School,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Maesteg Road,Cwmfelin,Maesteg,Bridgend,CF34 9LD,01656815525,200,880,POINT (-3.6427090514911904 51.593514772283186)
maintained_schools_wg.881,200001850928,6722122,FFALDAU,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Albany Road,Pontycymmer,Bridgend,,CF32 8HW,01656815870,133,6722122,FFALDAU,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Albany Road,Pontycymmer,Bridgend,,CF32 8HW,01656815870,133,881,POINT (-3.5814661444083637 51.60980501292787)
maintained_schools_wg.882,100101038468,6722129,Garth Primary School,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Mission Road,Garth,Maesteg,Bridgend,CF34 0ND,01656815590,191,6722129,Garth Primary School,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Mission Road,Garth,Maesteg,Bridgend,CF34 0ND,01656815590,191,882,POINT (-3.639486701163606 51.600345047671006)
maintained_schools_wg.883,10033000640,6722146,Coychurch Llangrallo Primary,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Main Road,Coychurch,Bridgend,,CF35 5HN,01656815880,134,6722146,Coychurch Llangrallo Primary,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Main Road,Coychurch,Bridgend,,CF35 5HN,01656815880,134,883,POINT (-3.526961710009136 51.507906981292656)
maintained_schools_wg.884,100101038362,6722149,LLANGYNWYD PRIMARY SCHOOL,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Heol Cadrawd,Llangynwyd,Maesteg,Bridgend,CF34 9TE,01656 733166,92,6722149,LLANGYNWYD PRIMARY SCHOOL,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Heol Cadrawd,Llangynwyd,Maesteg,Bridgend,CF34 9TE,01656 733166,92,884,POINT (-3.636137277035358 51.58662103260223)
maintained_schools_wg.885,100101038436,6722172,NANTYFFYLLON PRIMARY SCHOOL,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Garnwen Terrace,Nantyffyllon,Maesteg,Bridgend,CF34 0ET,01656815740,204,6722172,NANTYFFYLLON PRIMARY SCHOOL,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Garnwen Terrace,Nantyffyllon,Maesteg,Bridgend,CF34 0ET,01656815740,204,885,POINT (-3.6625917637724337 51.61963707301693)
maintained_schools_wg.886,100101038581,6722178,Nantymoel Primary School,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Gwendoline Street,Nantymoel,Bridgend,,CF32 7PL,01656815670,222,6722178,Nantymoel Primary School,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Gwendoline Street,Nantymoel,Bridgend,,CF32 7PL,01656815670,222,886,POINT (-3.537666746080837 51.61845407888109)
maintained_schools_wg.887,100101038764,6722185,Newton Primary,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,New Road,Porthcawl,Bridgend,,CF36 5BL,01656815780,169,6722185,Newton Primary,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,New Road,Porthcawl,Bridgend,,CF36 5BL,01656815780,169,887,POINT (-3.6939201822794554 51.48202912978547)
maintained_schools_wg.888,100101038780,6722194,NOTTAGE COUNTY PRIMARY,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Suffolk Place,Porthcawl,Bridgend,,CF36 3ED,01656815540,326,6722194,NOTTAGE COUNTY PRIMARY,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Suffolk Place,Porthcawl,Bridgend,,CF36 3ED,01656815540,326,888,POINT (-3.70713577977481 51.48342799858356)
maintained_schools_wg.889,200002655716,6722220,Pen-y-Bont Primary,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Minerva Street,Bridgend,,,CF31 1TD,01656754860,334,6722220,Pen-y-Bont Primary,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Minerva Street,Bridgend,,,CF31 1TD,01656754860,334,889,POINT (-3.5741517260201654 51.50906414786759)
maintained_schools_wg.890,200001850946,6722227,Pil Primary,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Pyle Inn Way,Pyle,Bridgend,,CF33 6AB,01656815630,198,6722227,Pil Primary,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Pyle Inn Way,Pyle,Bridgend,,CF33 6AB,01656815630,198,890,POINT (-3.6916594296763017 51.53042551315851)
maintained_schools_wg.891,100101038407,6722232,Plasnewydd Primary School,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Castle Street,Maesteg,Bridgend,,CF34 9UN,01656815770,176,6722232,Plasnewydd Primary School,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Castle Street,Maesteg,Bridgend,,CF34 9UN,01656815770,176,891,POINT (-3.659169020101482 51.61017568543833)
maintained_schools_wg.892,200001850918,6722256,Trelales Primary School,672,Bridgend,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Well Street,Laleston,Bridgend,,CF32 0LF,01656815610,181,6722256,Trelales Primary School,672,Pen-y-bont ar Ogwr,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Well Street,Laleston,Bridgend,,CF32 0LF,01656815610,181,892,POINT (-3.6235389277137044 51.50505668215125)
